Année,Tournoi,Tour,Joueur_1,Joueur_2,Res_1,Res_2,Cote_1,Cote_2,Tournoi_type
2021,eastbourne,16,0,7,2,0,1.57,2.42,0
2021,eastbourne,16,0,35,2,0,1.28,3.72,0
2021,eastbourne,16,0,0,0,2,1.63,2.29,0
2021,eastbourne,16,34,8,0,2,2.72,1.46,0
2021,eastbourne,16,36,0,1,2,3.23,1.35,0
2021,eastbourne,16,36,34,0,2,8.15,1.08,0
2021,eastbourne,16,0,0,2,1,1.89,1.91,0
2021,eastbourne,16,6,34,2,0,1.71,2.13,0
2021,eastbourne,16,35,0,0,2,3.66,1.28,0
2021,eastbourne,16,0,35,0,2,1.27,3.78,0
2021,eastbourne,8,1,0,1,2,1.42,2.85,0
2021,eastbourne,8,0,0,2,0,2.13,1.71,0
2021,eastbourne,8,3,0,2,0,1.81,2.0,0
2021,eastbourne,8,0,8,0,2,2.93,1.41,0
2021,eastbourne,8,0,0,1,2,1.98,1.83,0
2021,eastbourne,8,0,0,1,2,1.54,2.49,0
2021,eastbourne,8,0,2,0,2,5.38,1.15,0
2021,eastbourne,4,0,0,2,1,2.8,1.43,0
2021,eastbourne,4,3,8,2,0,2.02,1.79,0
2021,eastbourne,4,0,0,0,2,1.58,2.39,0
2021,eastbourne,4,0,2,0,2,2.73,1.45,0
2021,eastbourne,2,0,3,1,2,4.38,1.22,0
2021,eastbourne,2,0,2,0,2,4.44,1.21,0
2021,eastbourne,1,3,2,1,2,2.76,1.45,0
2019,eastbourne,16,34,0,0,2,3.34,1.33,0
2019,eastbourne,16,0,0,2,0,1.56,2.4,0
2019,eastbourne,16,0,7,2,0,1.44,2.74,0
2019,eastbourne,16,0,0,2,0,2.48,1.66,0
2019,eastbourne,16,0,36,2,1,1.5,2.58,0
2019,eastbourne,16,35,8,2,0,1.54,2.47,0
2019,eastbourne,16,5,0,2,1,1.95,1.84,0
2019,eastbourne,16,35,36,1,2,1.95,1.84,0
2019,eastbourne,16,0,0,0,2,2.11,1.71,0
2019,eastbourne,16,6,34,2,0,1.57,2.39,0
2019,eastbourne,16,0,0,2,0,1.48,2.6,0
2019,eastbourne,16,34,34,1,2,1.63,2.26,0
2019,eastbourne,8,1,0,1,2,3.22,1.35,0
2019,eastbourne,8,0,0,0,2,1.58,2.37,0
2019,eastbourne,8,3,0,2,0,1.55,2.42,0
2019,eastbourne,8,0,0,0,2,2.27,1.62,0
2019,eastbourne,8,5,0,2,1,1.28,3.66,0
2019,eastbourne,8,0,4,2,0,1.3,3.53,0
2019,eastbourne,8,6,0,2,0,1.73,2.06,0
2019,eastbourne,8,0,2,2,0,1.66,2.19,0
2019,eastbourne,4,0,0,2,0,1.7,2.14,0
2019,eastbourne,4,3,0,2,1,1.78,2.05,0
2019,eastbourne,4,5,0,0,2,2.71,1.46,0
2019,eastbourne,4,6,0,0,2,1.24,4.06,0
2019,eastbourne,2,0,3,2,0,2.56,1.52,0
2019,eastbourne,2,0,0,2,1,1.22,4.31,0
2019,eastbourne,1,0,0,2,0,2.35,1.6,0
2018,eastbourne,16,34,0,0,2,3.39,1.32,0
2018,eastbourne,16,36,0,2,0,4.23,1.23,0
2018,eastbourne,16,35,34,2,1,1.97,1.83,0
2018,eastbourne,16,0,0,1,2,1.63,2.28,0
2018,eastbourne,16,0,0,1,2,1.45,2.76,0
2018,eastbourne,16,0,5,0,2,1.74,2.09,0
2018,eastbourne,16,7,0,2,0,1.96,1.83,0
2018,eastbourne,16,0,0,1,2,3.25,1.35,0
2018,eastbourne,16,0,0,2,1,2.1,1.74,0
2018,eastbourne,16,6,34,2,0,1.98,1.81,0
2018,eastbourne,16,0,34,2,0,3.57,1.3,0
2018,eastbourne,16,35,35,0,2,2.5,1.54,0
2018,eastbourne,8,1,0,1,2,2.01,1.79,0
2018,eastbourne,8,0,0,0,2,2.96,1.4,0
2018,eastbourne,8,4,0,2,1,3.43,1.3,0
2018,eastbourne,8,0,5,2,0,1.84,1.94,0
2018,eastbourne,8,7,0,0,2,1.63,2.2,0
2018,eastbourne,8,0,3,1,2,2.6,1.49,0
2018,eastbourne,8,6,0,0,2,1.98,1.8,0
2018,eastbourne,8,0,2,0,2,1.53,2.51,0
2018,eastbourne,4,0,0,2,0,1.84,1.94,0
2018,eastbourne,4,4,0,2,1,2.71,1.47,0
2018,eastbourne,4,0,3,2,0,2.19,1.67,0
2018,eastbourne,4,0,2,2,1,3.66,1.29,0
2018,eastbourne,2,0,4,2,0,1.88,1.91,0
2018,eastbourne,2,0,0,2,0,1.53,2.49,0
2018,eastbourne,1,0,0,0,2,2.55,1.53,0
2017,eastbourne,16,0,34,0,2,2.19,1.67,0
2017,eastbourne,16,0,0,2,1,1.92,1.8,0
2017,eastbourne,16,0,8,2,1,1.77,2.05,0
2017,eastbourne,16,34,34,2,0,1.46,2.72,0
2017,eastbourne,16,0,0,0,2,1.64,2.27,0
2017,eastbourne,16,0,5,2,0,2.8,1.44,0
2017,eastbourne,16,7,0,2,1,1.16,5.46,0
2017,eastbourne,16,0,0,0,2,4.65,1.2,0
2017,eastbourne,16,0,0,1,2,1.18,4.91,0
2017,eastbourne,16,6,0,2,0,1.36,3.16,0
2017,eastbourne,16,34,0,0,2,3.91,1.26,0
2017,eastbourne,16,35,0,2,0,2.62,1.49,0
2017,eastbourne,8,1,0,2,0,1.14,5.7,0
2017,eastbourne,8,0,0,2,0,1.38,3.1,0
2017,eastbourne,8,4,0,2,1,1.2,4.93,0
2017,eastbourne,8,0,0,1,2,1.6,2.38,0
2017,eastbourne,8,7,0,2,0,2.24,1.66,0
2017,eastbourne,8,0,3,1,2,4.38,1.21,0
2017,eastbourne,8,6,0,0,2,1.56,2.35,0
2017,eastbourne,8,0,2,0,2,16.75,1.03,0
2017,eastbourne,4,1,0,2,0,1.1,7.4,0
2017,eastbourne,4,4,0,1,2,1.91,1.9,0
2017,eastbourne,4,7,3,2,0,1.7,2.19,0
2017,eastbourne,4,0,2,0,2,2.53,1.54,0
2017,eastbourne,2,1,0,2,0,1.15,5.71,0
2017,eastbourne,2,7,2,1,2,1.78,2.06,0
2017,eastbourne,1,1,2,2,0,1.17,5.24,0
2014,eastbourne,16,0,0,0,2,3.24,1.32,0
2014,eastbourne,16,0,35,2,0,1.95,1.77,0
2014,eastbourne,16,0,8,2,0,1.29,3.42,0
2014,eastbourne,16,0,0,2,1,1.26,3.64,0
2014,eastbourne,16,0,34,2,0,1.5,2.46,0
2014,eastbourne,16,0,7,2,1,1.77,1.94,0
2014,eastbourne,16,5,0,0,2,1.54,2.35,0
2014,eastbourne,16,35,34,0,2,2.26,1.59,0
2014,eastbourne,16,6,34,2,0,1.19,4.28,0
2014,eastbourne,16,0,0,2,0,1.62,2.17,0
2014,eastbourne,16,0,35,2,0,1.25,3.71,0
2014,eastbourne,8,1,0,2,1,1.6,2.22,0
2014,eastbourne,8,0,0,0,2,1.7,2.06,0
2014,eastbourne,8,4,0,0,2,2.03,1.72,0
2014,eastbourne,8,0,0,2,0,1.6,2.22,0
2014,eastbourne,8,0,0,2,0,1.27,3.55,0
2014,eastbourne,8,0,3,0,2,2.74,1.41,0
2014,eastbourne,8,6,0,0,2,1.55,2.33,0
2014,eastbourne,4,1,0,2,0,1.31,3.28,0
2014,eastbourne,4,0,0,2,0,1.86,1.84,0
2014,eastbourne,4,0,3,0,2,2.22,1.62,0
2014,eastbourne,4,0,0,0,2,1.84,1.86,0
2014,eastbourne,2,1,0,2,0,1.49,2.53,0
2014,eastbourne,2,3,0,2,0,1.6,2.26,0
2014,eastbourne,1,1,3,1,2,1.71,2.07,0
2013,eastbourne,16,0,0,0,2,1.82,1.89,0
2013,eastbourne,16,0,0,0,2,1.4,2.82,0
2013,eastbourne,16,0,8,1,2,1.98,1.75,0
2013,eastbourne,16,0,0,0,2,2.29,1.57,0
2013,eastbourne,16,0,34,2,0,2.74,1.41,0
2013,eastbourne,16,0,6,2,1,2.07,1.7,0
2013,eastbourne,16,7,34,2,1,1.51,2.45,0
2013,eastbourne,16,34,0,2,1,1.59,2.25,0
2013,eastbourne,16,0,0,2,0,1.41,2.76,0
2013,eastbourne,16,5,0,0,2,1.62,2.2,0
2013,eastbourne,16,0,35,2,0,1.37,2.92,0
2013,eastbourne,16,35,34,2,0,5.58,1.12,0
2013,eastbourne,8,1,0,0,2,1.43,2.69,0
2013,eastbourne,8,0,8,1,2,1.92,1.8,0
2013,eastbourne,8,4,0,0,2,3.11,1.34,0
2013,eastbourne,8,0,0,0,2,2.8,1.4,0
2013,eastbourne,8,7,0,2,1,1.57,2.31,0
2013,eastbourne,8,0,3,2,0,2.01,1.73,0
2013,eastbourne,8,0,0,1,2,1.65,2.13,0
2013,eastbourne,8,0,2,0,2,5.69,1.12,0
2013,eastbourne,4,0,8,2,0,1.56,2.3,0
2013,eastbourne,4,0,0,2,0,1.6,2.26,0
2013,eastbourne,4,7,0,2,0,2.68,1.43,0
2013,eastbourne,4,0,2,0,2,1.66,2.13,0
2013,eastbourne,2,0,0,0,2,2.22,1.63,0
2013,eastbourne,2,7,2,0,2,2.15,1.67,0
2013,eastbourne,1,0,2,2,1,1.72,2.08,0
2012,eastbourne,16,35,34,1,2,2.6,1.47,0
2012,eastbourne,16,0,34,2,0,2.22,1.61,0
2012,eastbourne,16,0,8,2,0,1.15,4.97,0
2012,eastbourne,16,0,0,2,1,1.58,2.26,0
2012,eastbourne,16,34,0,1,2,1.53,2.41,0
2012,eastbourne,16,7,0,2,0,1.14,5.01,0
2012,eastbourne,16,0,35,0,2,1.64,2.17,0
2012,eastbourne,16,0,0,2,1,2.14,1.66,0
2012,eastbourne,16,5,0,1,2,1.45,2.62,0
2012,eastbourne,16,0,34,2,1,1.65,2.16,0
2012,eastbourne,16,0,0,0,2,1.54,2.4,0
2012,eastbourne,8,1,0,1,2,1.18,4.48,0
2012,eastbourne,8,0,0,2,1,3.18,1.33,0
2012,eastbourne,8,4,0,1,2,1.3,3.41,0
2012,eastbourne,8,0,6,0,2,2.82,1.4,0
2012,eastbourne,8,7,0,2,1,1.09,7.0,0
2012,eastbourne,8,0,3,0,2,3.81,1.24,0
2012,eastbourne,8,0,0,0,2,2.1,1.68,0
2012,eastbourne,8,0,2,2,1,1.44,2.64,0
2012,eastbourne,4,0,0,0,2,1.86,1.87,0
2012,eastbourne,4,0,6,1,2,4.85,1.16,0
2012,eastbourne,4,0,0,2,0,2.38,1.54,0
2012,eastbourne,2,3,0,2,0,1.41,2.73,0
2012,eastbourne,1,6,3,2,0,2.06,1.71,0
2021,estoril,16,0,0,1,2,3.93,1.26,0
2021,estoril,16,0,0,0,2,2.32,1.61,0
2021,estoril,16,0,7,0,2,4.56,1.2,0
2021,estoril,16,0,0,2,0,1.5,2.6,0
2021,estoril,16,0,34,2,1,2.55,1.52,0
2021,estoril,16,0,8,1,2,3.08,1.38,0
2021,estoril,16,6,34,2,1,2.44,1.56,0
2021,estoril,16,34,0,2,0,1.59,2.36,0
2021,estoril,16,0,0,2,1,3.0,1.4,0
2021,estoril,16,5,34,0,2,1.96,1.85,0
2021,estoril,16,0,35,2,0,1.36,3.15,0
2021,estoril,16,0,0,0,2,2.72,1.46,0
2021,estoril,8,1,0,1,2,1.51,2.57,0
2021,estoril,8,0,7,0,2,2.68,1.47,0
2021,estoril,8,3,0,2,1,2.36,1.59,0
2021,estoril,8,0,8,0,2,2.66,1.48,0
2021,estoril,8,6,0,2,1,1.5,2.62,0
2021,estoril,8,0,36,2,0,1.54,2.49,0
2021,estoril,8,0,0,1,2,2.17,1.69,0
2021,estoril,4,0,7,0,2,2.32,1.6,0
2021,estoril,4,3,8,0,2,3.06,1.38,0
2021,estoril,4,0,2,2,1,2.8,1.44,0
2021,estoril,2,7,8,2,0,2.31,1.61,0
2021,estoril,2,6,0,0,2,2.0,1.81,0
2021,estoril,1,7,0,2,1,1.6,2.34,0
2019,estoril,16,0,0,2,0,1.98,1.82,0
2019,estoril,16,0,0,0,2,2.87,1.41,0
2019,estoril,16,34,6,2,1,2.07,1.74,0
2019,estoril,16,0,34,2,1,1.47,2.67,0
2019,estoril,16,0,0,2,1,3.23,1.34,0
2019,estoril,16,0,5,2,0,2.11,1.71,0
2019,estoril,16,7,0,1,2,1.71,2.11,0
2019,estoril,16,0,34,0,2,1.97,1.8,0
2019,estoril,16,0,35,2,0,2.12,1.7,0
2019,estoril,16,8,0,2,0,1.67,2.19,0
2019,estoril,16,0,0,2,0,1.69,2.15,0
2019,estoril,16,34,36,0,2,3.32,1.33,0
2019,estoril,8,1,0,2,0,1.18,4.89,0
2019,estoril,8,4,0,2,0,1.49,2.62,0
2019,estoril,8,0,0,2,0,3.38,1.32,0
2019,estoril,8,0,0,0,2,1.72,2.09,0
2019,estoril,8,0,3,1,2,2.62,1.49,0
2019,estoril,8,8,0,2,1,1.62,2.28,0
2019,estoril,8,0,36,2,0,1.18,4.78,0
2019,estoril,4,1,0,2,0,1.11,6.72,0
2019,estoril,4,4,0,2,1,1.21,4.4,0
2019,estoril,4,0,3,2,1,2.68,1.47,0
2019,estoril,4,8,0,1,2,2.45,1.56,0
2019,estoril,2,1,4,2,1,1.54,2.5,0
2019,estoril,2,0,0,1,2,2.45,1.55,0
2019,estoril,1,1,0,2,0,1.37,3.13,0
2018,estoril,16,37,0,0,2,2.31,1.61,0
2018,estoril,16,0,0,2,0,1.56,2.43,0
2018,estoril,16,0,6,2,1,3.55,1.3,0
2018,estoril,16,0,35,0,2,2.04,1.78,0
2018,estoril,16,0,35,1,2,1.31,3.48,0
2018,estoril,16,0,8,2,0,1.71,2.13,0
2018,estoril,16,5,0,0,2,1.76,2.06,0
2018,estoril,16,34,34,0,2,3.17,1.36,0
2018,estoril,16,0,0,1,2,2.51,1.53,0
2018,estoril,16,7,0,1,2,1.64,2.26,0
2018,estoril,16,34,35,2,0,1.87,1.93,0
2018,estoril,16,34,0,0,2,3.07,1.38,0
2018,estoril,8,1,0,1,2,2.06,1.76,0
2018,estoril,8,0,0,2,1,1.48,2.66,0
2018,estoril,8,3,0,2,0,1.43,2.86,0
2018,estoril,8,0,0,1,2,3.67,1.29,0
2018,estoril,8,0,0,1,2,1.83,1.94,0
2018,estoril,8,0,4,2,0,1.63,2.28,0
2018,estoril,8,0,0,2,0,1.31,3.39,0
2018,estoril,8,0,2,0,2,3.38,1.33,0
2018,estoril,4,0,0,2,1,1.29,3.66,0
2018,estoril,4,3,0,1,2,1.39,2.96,0
2018,estoril,4,0,0,0,2,1.95,1.84,0
2018,estoril,4,0,2,1,2,3.46,1.32,0
2018,estoril,2,0,0,1,2,1.59,2.35,0
2018,estoril,2,0,2,2,0,2.46,1.55,0
2018,estoril,1,0,0,2,0,2.36,1.6,0
2017,estoril,16,37,0,2,0,1.58,2.39,0
2017,estoril,16,0,0,2,1,1.47,2.7,0
2017,estoril,16,0,8,2,0,1.74,2.1,0
2017,estoril,16,35,0,2,0,3.99,1.26,0
2017,estoril,16,0,0,2,1,2.07,1.73,0
2017,estoril,16,0,5,0,2,5.16,1.15,0
2017,estoril,16,6,34,0,2,1.37,3.16,0
2017,estoril,16,0,0,2,1,1.51,2.57,0
2017,estoril,16,7,34,1,2,1.13,5.99,0
2017,estoril,16,34,0,0,2,3.82,1.28,0
2017,estoril,16,0,34,2,0,1.36,3.18,0
2017,estoril,8,1,0,2,0,1.28,3.72,0
2017,estoril,8,0,0,0,2,2.78,1.43,0
2017,estoril,8,4,0,2,0,1.18,4.9,0
2017,estoril,8,0,0,0,2,1.59,2.26,0
2017,estoril,8,0,3,0,2,2.5,1.52,0
2017,estoril,8,0,0,1,2,4.5,1.2,0
2017,estoril,8,0,2,0,2,2.99,1.39,0
2017,estoril,4,1,0,2,0,1.75,2.07,0
2017,estoril,4,4,0,2,0,1.44,2.86,0
2017,estoril,4,0,3,1,2,2.31,1.62,0
2017,estoril,4,0,2,2,1,2.66,1.49,0
2017,estoril,2,1,4,2,0,1.61,2.35,0
2017,estoril,2,3,0,2,0,2.11,1.75,0
2017,estoril,1,1,3,2,0,1.34,3.36,0
2016,estoril,16,0,0,0,2,2.07,1.71,0
2016,estoril,16,0,34,2,0,1.41,2.88,0
2016,estoril,16,35,8,0,2,1.86,1.87,0
2016,estoril,16,0,0,2,0,1.79,2.0,0
2016,estoril,16,0,34,0,2,2.27,1.61,0
2016,estoril,16,0,5,0,2,5.08,1.17,0
2016,estoril,16,7,35,2,0,1.23,4.19,0
2016,estoril,16,0,34,2,0,1.57,2.4,0
2016,estoril,16,35,0,0,2,6.19,1.12,0
2016,estoril,16,6,34,2,0,1.18,5.0,0
2016,estoril,16,0,0,0,2,2.83,1.43,0
2016,estoril,16,0,0,0,2,2.54,1.5,0
2016,estoril,8,1,0,2,1,1.3,3.54,0
2016,estoril,8,0,8,0,2,4.47,1.21,0
2016,estoril,8,3,0,2,1,1.53,2.48,0
2016,estoril,8,0,5,0,2,3.33,1.33,0
2016,estoril,8,7,0,2,0,1.49,2.61,0
2016,estoril,8,0,4,2,1,1.51,2.53,0
2016,estoril,8,6,0,2,1,1.25,3.88,0
2016,estoril,8,0,2,0,2,3.71,1.27,0
2016,estoril,4,1,8,0,2,1.47,2.69,0
2016,estoril,4,3,5,2,0,1.79,1.99,0
2016,estoril,4,7,0,0,2,2.39,1.58,0
2016,estoril,4,6,2,0,2,3.01,1.38,0
2016,estoril,2,8,3,2,0,1.95,1.85,0
2016,estoril,2,0,2,2,0,2.98,1.38,0
2016,estoril,1,8,0,1,2,2.32,1.62,0
2015,estoril,16,0,0,1,2,2.27,1.6,0
2015,estoril,16,0,0,2,0,1.51,2.46,0
2015,estoril,16,0,7,1,2,1.59,2.31,0
2015,estoril,16,0,34,2,0,1.2,4.41,0
2015,estoril,16,34,0,1,2,2.85,1.4,0
2015,estoril,16,35,8,1,2,3.48,1.29,0
2015,estoril,16,5,0,2,0,1.19,4.56,0
2015,estoril,16,34,35,2,1,2.27,1.6,0
2015,estoril,16,0,0,0,2,7.37,1.09,0
2015,estoril,16,6,0,0,2,1.46,2.6,0
2015,estoril,16,35,0,2,0,2.79,1.4,0
2015,estoril,16,34,0,0,2,3.12,1.35,0
2015,estoril,8,1,0,1,2,1.65,2.2,0
2015,estoril,8,0,7,0,2,2.64,1.48,0
2015,estoril,8,36,0,0,2,12.9,1.04,0
2015,estoril,8,0,8,1,2,1.73,2.05,0
2015,estoril,8,5,0,2,0,1.13,5.73,0
2015,estoril,8,0,4,2,0,1.44,2.72,0
2015,estoril,8,0,0,2,1,1.32,3.36,0
2015,estoril,8,0,2,2,1,1.73,2.06,0
2015,estoril,4,0,7,0,2,2.49,1.52,0
2015,estoril,4,0,8,2,0,1.48,2.61,0
2015,estoril,4,5,0,2,0,2.22,1.65,0
2015,estoril,4,0,0,0,2,2.76,1.43,0
2015,estoril,2,7,0,2,1,1.44,2.73,0
2015,estoril,2,5,0,2,1,1.5,2.54,0
2015,estoril,1,7,5,0,2,2.54,1.49,0
2014,estoril,16,0,0,2,0,1.46,2.57,0
2014,estoril,16,0,0,1,2,3.22,1.32,0
2014,estoril,16,34,6,2,1,2.12,1.65,0
2014,estoril,16,0,35,0,2,2.32,1.56,0
2014,estoril,16,0,34,2,1,1.22,4.01,0
2014,estoril,16,0,8,2,0,1.36,3.02,0
2014,estoril,16,5,35,0,2,1.45,2.6,0
2014,estoril,16,0,34,0,2,2.67,1.43,0
2014,estoril,16,0,36,2,0,1.4,2.75,0
2014,estoril,16,7,0,0,2,1.25,3.72,0
2014,estoril,16,0,34,2,0,1.27,3.54,0
2014,estoril,16,0,0,1,2,3.15,1.34,0
2014,estoril,8,1,0,2,0,1.04,9.75,0
2014,estoril,8,0,0,0,2,2.31,1.56,0
2014,estoril,8,4,0,1,2,1.28,3.45,0
2014,estoril,8,0,0,2,1,2.69,1.42,0
2014,estoril,8,0,0,0,2,3.35,1.3,0
2014,estoril,8,0,3,1,2,1.68,2.08,0
2014,estoril,8,0,0,0,2,3.11,1.35,0
2014,estoril,8,0,2,0,2,3.02,1.36,0
2014,estoril,4,1,0,2,1,1.12,5.62,0
2014,estoril,4,0,0,0,2,2.17,1.63,0
2014,estoril,4,0,3,2,0,2.12,1.66,0
2014,estoril,4,0,2,2,0,3.37,1.3,0
2014,estoril,2,1,0,2,0,1.13,5.39,0
2014,estoril,2,0,0,0,2,2.32,1.57,0
2014,estoril,1,1,0,1,2,1.16,4.82,0
2013,estoril,16,0,34,2,0,1.55,2.35,0
2013,estoril,16,0,6,0,2,4.02,1.23,0
2013,estoril,16,0,0,2,0,2.44,1.51,0
2013,estoril,16,0,34,1,2,1.62,2.2,0
2013,estoril,16,0,8,1,2,3.26,1.32,0
2013,estoril,16,5,34,0,2,1.57,2.31,0
2013,estoril,16,0,35,2,1,1.29,3.41,0
2013,estoril,16,0,34,2,1,1.22,3.98,0
2013,estoril,16,7,35,0,2,1.58,2.29,0
2013,estoril,16,0,0,2,1,1.73,2.01,0
2013,estoril,16,0,0,2,1,2.06,1.7,0
2013,estoril,8,1,0,2,1,1.05,9.25,0
2013,estoril,8,0,6,2,0,2.18,1.62,0
2013,estoril,8,3,0,2,0,1.37,2.92,0
2013,estoril,8,0,8,0,2,3.18,1.33,0
2013,estoril,8,0,0,2,1,1.78,1.94,0
2013,estoril,8,0,4,1,2,3.39,1.3,0
2013,estoril,8,0,0,2,1,1.62,2.18,0
2013,estoril,8,0,2,1,2,3.69,1.26,0
2013,estoril,4,1,0,2,0,1.06,8.31,0
2013,estoril,4,3,8,2,0,2.07,1.68,0
2013,estoril,4,0,4,2,1,2.9,1.38,0
2013,estoril,4,0,2,0,2,6.25,1.11,0
2013,estoril,2,1,3,2,0,1.14,4.94,0
2013,estoril,2,0,2,1,2,5.69,1.12,0
2013,estoril,1,1,2,0,2,1.38,2.88,0
2012,estoril,16,35,0,1,2,2.61,1.46,0
2012,estoril,16,0,0,0,2,1.46,2.59,0
2012,estoril,16,0,7,0,2,4.41,1.19,0
2012,estoril,16,34,0,2,0,2.45,1.52,0
2012,estoril,16,0,34,1,2,1.15,4.95,0
2012,estoril,16,0,6,0,2,3.12,1.34,0
2012,estoril,16,5,0,2,0,2.29,1.57,0
2012,estoril,16,35,35,2,1,1.46,2.61,0
2012,estoril,16,0,0,2,0,3.28,1.32,0
2012,estoril,16,8,0,2,0,1.25,3.74,0
2012,estoril,16,34,34,2,0,2.44,1.52,0
2012,estoril,16,0,0,2,1,1.96,1.77,0
2012,estoril,8,1,0,2,0,1.02,13.75,0
2012,estoril,8,0,7,1,2,5.56,1.13,0
2012,estoril,8,3,0,2,0,1.04,11.12,0
2012,estoril,8,0,6,1,2,4.73,1.17,0
2012,estoril,8,0,4,0,2,3.92,1.23,0
2012,estoril,8,8,0,0,2,1.34,3.09,0
2012,estoril,8,0,2,0,2,3.82,1.24,0
2012,estoril,4,1,7,2,0,1.04,10.5,0
2012,estoril,4,3,6,2,0,1.29,3.48,0
2012,estoril,4,0,4,0,2,4.2,1.21,0
2012,estoril,4,0,2,0,2,7.88,1.07,0
2012,estoril,2,1,3,2,0,1.27,3.59,0
2012,estoril,2,4,2,1,2,2.42,1.53,0
2012,estoril,1,1,2,2,0,1.14,5.22,0
2021,geneva,16,0,0,0,2,3.01,1.39,0
2021,geneva,16,0,35,0,2,1.22,4.28,0
2021,geneva,16,0,34,2,0,1.22,4.34,0
2021,geneva,16,0,0,2,0,2.35,1.6,0
2021,geneva,16,0,36,2,0,2.25,1.64,0
2021,geneva,16,0,7,2,1,1.4,2.94,0
2021,geneva,16,8,35,1,2,1.75,2.09,0
2021,geneva,16,34,0,2,0,2.74,1.46,0
2021,geneva,16,0,34,0,2,5.38,1.16,0
2021,geneva,16,6,0,2,0,1.45,2.74,0
2021,geneva,16,0,0,1,2,2.33,1.6,0
2021,geneva,8,1,0,1,2,1.33,3.34,0
2021,geneva,8,0,0,2,0,3.34,1.33,0
2021,geneva,8,3,0,2,0,1.13,5.95,0
2021,geneva,8,0,0,1,2,2.52,1.53,0
2021,geneva,8,0,0,0,2,4.47,1.41,0
2021,geneva,8,0,4,0,2,1.83,1.98,0
2021,geneva,8,6,0,1,2,2.14,1.91,0
2021,geneva,8,0,2,1,2,2.78,1.43,0
2021,geneva,4,0,0,2,1,1.55,2.48,0
2021,geneva,4,3,0,2,1,1.19,4.78,0
2021,geneva,4,0,4,2,0,2.62,1.49,0
2021,geneva,4,0,2,0,2,2.38,1.58,0
2021,geneva,2,0,3,0,2,4.48,1.21,0
2021,geneva,2,0,2,0,2,2.55,1.52,0
2021,geneva,1,3,2,2,0,1.63,2.29,0
2019,geneva,16,0,0,2,0,2.54,1.51,0
2019,geneva,16,0,35,0,2,1.55,2.43,0
2019,geneva,16,0,8,2,1,1.84,1.95,0
2019,geneva,16,34,0,1,2,1.43,2.8,0
2019,geneva,16,0,0,2,1,1.94,1.84,0
2019,geneva,16,0,6,2,1,1.33,3.31,0
2019,geneva,16,7,0,0,2,5.72,1.14,0
2019,geneva,16,0,0,2,1,2.3,1.61,0
2019,geneva,16,34,0,1,2,2.39,1.56,0
2019,geneva,16,5,34,2,0,2.43,1.55,0
2019,geneva,16,0,0,0,2,4.26,1.22,0
2019,geneva,16,35,34,1,2,2.58,1.5,0
2019,geneva,8,1,0,2,0,1.19,4.67,0
2019,geneva,8,0,0,0,2,2.66,1.47,0
2019,geneva,8,4,0,0,2,1.82,1.97,0
2019,geneva,8,0,0,0,2,2.24,1.63,0
2019,geneva,8,0,0,2,0,1.43,2.81,0
2019,geneva,8,0,3,2,1,3.45,1.31,0
2019,geneva,8,5,0,2,1,1.79,2.0,0
2019,geneva,8,0,2,2,1,3.78,1.27,0
2019,geneva,4,1,0,2,1,1.16,5.2,0
2019,geneva,4,0,0,2,0,1.69,2.16,0
2019,geneva,4,0,0,2,0,1.45,2.75,0
2019,geneva,4,5,0,2,0,1.88,1.95,0
2019,geneva,2,1,0,2,1,1.41,2.95,0
2019,geneva,2,0,5,2,0,1.78,2.04,0
2019,geneva,1,1,0,2,1,1.45,2.74,0
2018,geneva,16,34,0,0,2,3.94,1.26,0
2018,geneva,16,0,34,1,2,1.47,2.68,0
2018,geneva,16,0,6,0,2,2.79,1.43,0
2018,geneva,16,0,0,2,1,1.57,2.4,0
2018,geneva,16,0,0,2,1,1.5,2.56,0
2018,geneva,16,0,5,2,0,2.41,1.55,0
2018,geneva,16,7,0,2,0,1.9,1.86,0
2018,geneva,16,0,34,0,2,1.46,2.72,0
2018,geneva,16,0,0,1,2,2.15,1.7,0
2018,geneva,16,8,0,1,2,1.51,2.57,0
2018,geneva,16,37,0,1,2,3.47,1.31,0
2018,geneva,16,0,34,0,2,1.98,1.79,0
2018,geneva,8,1,0,1,2,1.94,1.85,0
2018,geneva,8,0,6,1,2,3.32,1.33,0
2018,geneva,8,3,0,2,0,1.44,2.79,0
2018,geneva,8,0,0,0,2,1.74,2.09,0
2018,geneva,8,7,0,2,0,1.22,7.03,0
2018,geneva,8,0,4,2,0,2.48,1.55,0
2018,geneva,8,0,0,0,2,2.01,1.79,0
2018,geneva,8,0,2,1,2,3.58,1.3,0
2018,geneva,4,0,6,0,2,1.97,1.88,0
2018,geneva,4,3,0,0,2,1.45,2.74,0
2018,geneva,4,7,0,1,2,1.92,1.87,0
2018,geneva,4,0,2,0,2,3.24,1.35,0
2018,geneva,2,6,0,1,2,1.89,1.9,0
2018,geneva,2,0,2,2,0,2.74,1.47,0
2018,geneva,1,0,0,2,0,1.88,1.92,0
2017,geneva,16,0,0,2,0,2.52,1.54,0
2017,geneva,16,37,34,1,2,1.3,3.59,0
2017,geneva,16,34,6,0,2,4.94,1.18,0
2017,geneva,16,0,0,1,2,1.87,1.92,0
2017,geneva,16,0,36,1,2,1.16,5.46,0
2017,geneva,16,35,9,2,0,1.51,2.56,0
