Année,Tournoi,Tour,Joueur_1,Joueur_2,Res_1,Res_2,Cote_1,Cote_2,Tournoi_type
2021,acapulco,16,1,0,2,0,1.05,10.65,0
2021,acapulco,16,0,0,2,0,1.55,2.47,0
2021,acapulco,16,0,35,0,2,2.06,1.77,0
2021,acapulco,16,0,7,0,2,4.0,1.25,0
2021,acapulco,16,3,34,1,2,1.27,3.83,0
2021,acapulco,16,34,0,1,2,2.02,1.8,0
2021,acapulco,16,0,0,2,0,1.4,2.99,0
2021,acapulco,16,6,0,2,0,1.7,2.16,0
2021,acapulco,16,0,34,2,0,1.16,5.19,0
2021,acapulco,16,35,0,0,2,5.42,1.15,0
2021,acapulco,16,0,4,0,2,3.47,1.31,0
2021,acapulco,16,8,38,2,0,1.25,3.98,0
2021,acapulco,16,34,34,1,2,2.25,1.64,0
2021,acapulco,16,0,0,0,2,1.9,1.91,0
2021,acapulco,16,35,2,0,2,5.48,1.15,0
2021,acapulco,8,1,0,2,0,1.23,4.19,0
2021,acapulco,8,0,7,0,2,2.34,1.59,0
2021,acapulco,8,0,0,2,1,2.33,1.6,0
2021,acapulco,8,0,5,0,2,2.48,1.55,0
2021,acapulco,8,6,0,0,2,1.72,2.13,0
2021,acapulco,8,0,4,2,0,6.62,1.11,0
2021,acapulco,8,8,0,2,1,1.4,2.94,0
2021,acapulco,8,0,2,0,2,8.36,1.08,0
2021,acapulco,4,1,7,2,1,1.36,3.2,0
2021,acapulco,4,0,5,2,0,3.68,1.29,0
2021,acapulco,4,0,0,0,2,1.6,2.34,0
2021,acapulco,2,1,0,2,0,1.15,5.55,0
2021,acapulco,2,0,2,0,2,5.33,1.16,0
2021,acapulco,1,1,2,0,2,1.49,2.64,0
2020,acapulco,16,1,0,2,0,1.03,13.8,0
2020,acapulco,16,0,0,1,2,1.77,2.04,0
2020,acapulco,16,36,0,1,2,2.64,1.48,0
2020,acapulco,16,0,8,1,2,1.74,2.08,0
2020,acapulco,16,3,0,2,1,1.41,2.93,0
2020,acapulco,16,0,38,0,2,1.71,2.12,0
2020,acapulco,16,35,0,1,2,1.94,1.84,0
2020,acapulco,16,34,7,0,2,3.41,1.32,0
2020,acapulco,16,0,0,2,1,1.88,1.9,0
2020,acapulco,16,0,0,2,0,1.33,3.24,0
2020,acapulco,16,36,4,0,2,2.86,1.41,0
2020,acapulco,16,5,35,2,0,1.36,3.15,0
2020,acapulco,16,34,35,2,0,1.11,6.79,0
2020,acapulco,16,34,37,2,1,1.41,2.88,0
2020,acapulco,16,34,2,0,2,5.11,1.17,0
2020,acapulco,8,1,0,2,0,1.07,8.4,0
2020,acapulco,8,0,8,2,0,1.89,1.89,0
2020,acapulco,8,3,0,2,0,1.14,5.83,0
2020,acapulco,8,0,7,1,2,3.19,1.35,0
2020,acapulco,8,0,0,0,2,1.69,2.09,0
2020,acapulco,8,0,4,2,0,1.67,2.18,0
2020,acapulco,8,5,0,2,0,1.28,3.65,0
2020,acapulco,8,0,2,2,0,4.18,1.23,0
2020,acapulco,4,1,0,2,0,1.05,10.8,0
2020,acapulco,4,3,7,0,2,1.55,2.44,0
2020,acapulco,4,0,0,2,0,2.27,1.63,0
2020,acapulco,4,5,0,2,1,1.73,2.11,0
2020,acapulco,2,1,7,2,0,1.12,6.59,0
2020,acapulco,2,0,5,2,1,1.88,1.94,0
2020,acapulco,1,1,0,2,0,1.07,8.9,0
2019,acapulco,16,1,0,2,0,1.05,10.6,0
2019,acapulco,16,0,0,2,0,1.96,1.83,0
2019,acapulco,16,34,0,0,2,3.2,1.35,0
2019,acapulco,16,35,7,0,2,6.43,1.12,0
2019,acapulco,16,3,0,2,1,1.33,3.32,0
2019,acapulco,16,0,36,2,0,1.31,3.38,0
2019,acapulco,16,34,0,1,2,3.69,1.28,0
2019,acapulco,16,34,8,0,2,3.25,1.34,0
2019,acapulco,16,6,0,2,1,1.63,2.25,0
2019,acapulco,16,38,35,2,0,1.07,8.87,0
2019,acapulco,16,0,0,2,1,2.19,1.67,0
2019,acapulco,16,0,4,1,2,2.16,1.68,0
2019,acapulco,16,5,0,2,0,1.28,3.7,0
2019,acapulco,16,0,0,1,2,1.77,2.03,0
2019,acapulco,16,0,35,0,2,2.37,1.58,0
2019,acapulco,16,34,2,0,2,5.05,1.17,0
2019,acapulco,8,1,0,1,2,1.25,3.91,0
2019,acapulco,8,0,7,2,0,1.28,3.69,0
2019,acapulco,8,3,0,2,0,1.96,1.82,0
2019,acapulco,8,0,8,0,2,2.79,1.43,0
2019,acapulco,8,6,0,1,2,1.62,2.27,0
2019,acapulco,8,0,4,2,1,2.06,1.76,0
2019,acapulco,8,0,2,0,2,4.6,1.2,0
2019,acapulco,4,0,0,2,1,2.5,1.52,0
2019,acapulco,4,3,8,2,1,1.63,2.27,0
2019,acapulco,4,0,0,0,2,2.2,1.67,0
2019,acapulco,4,5,2,0,2,3.26,1.34,0
2019,acapulco,2,0,3,2,1,1.74,2.11,0
2019,acapulco,2,0,2,0,2,5.02,1.18,0
2019,acapulco,1,0,2,2,0,2.74,1.46,0
2018,acapulco,16,36,0,1,2,2.82,1.43,0
2018,acapulco,16,34,35,0,2,2.14,1.68,0
2018,acapulco,16,0,7,2,1,4.08,1.24,0
2018,acapulco,16,4,34,0,2,1.51,2.54,0
2018,acapulco,16,0,0,2,0,1.28,3.69,0
2018,acapulco,16,0,34,2,0,1.38,3.1,0
2018,acapulco,16,0,5,0,2,5.4,1.16,0
2018,acapulco,16,6,0,2,0,1.16,5.29,0
2018,acapulco,16,0,0,0,2,1.53,2.48,0
2018,acapulco,16,0,0,1,2,1.46,2.71,0
2018,acapulco,16,34,3,1,2,4.15,1.24,0
2018,acapulco,16,8,0,0,2,1.58,2.34,0
2018,acapulco,16,0,0,2,0,1.6,2.3,0
2018,acapulco,16,0,35,2,0,1.06,10.0,0
2018,acapulco,16,36,2,0,2,1.06,10.0,0
2018,acapulco,8,0,0,2,0,1.86,1.91,0
2018,acapulco,8,0,0,2,0,1.55,2.49,0
2018,acapulco,8,0,0,0,2,4.17,1.23,0
2018,acapulco,8,0,5,0,2,3.02,1.38,0
2018,acapulco,8,6,0,2,1,1.34,3.28,0
2018,acapulco,8,0,3,0,2,2.06,1.77,0
2018,acapulco,8,0,0,2,1,2.41,1.57,0
2018,acapulco,8,0,2,0,2,3.56,1.29,0
2018,acapulco,4,0,0,0,2,1.96,1.84,0
2018,acapulco,4,0,5,0,2,2.1,1.73,0
2018,acapulco,4,6,3,2,0,1.86,1.93,0
2018,acapulco,4,0,2,0,2,3.75,1.28,0
2018,acapulco,2,0,5,1,2,3.48,1.32,0
2018,acapulco,2,6,2,2,0,1.9,1.9,0
2018,acapulco,1,5,6,0,2,2.7,1.48,0
2017,acapulco,16,1,0,2,0,1.07,9.2,0
2017,acapulco,16,0,34,2,1,1.16,5.4,0
2017,acapulco,16,0,6,1,2,5.16,1.17,0
2017,acapulco,16,4,0,2,0,1.53,2.49,0
2017,acapulco,16,0,34,2,1,2.19,1.67,0
2017,acapulco,16,0,0,1,2,1.86,1.93,0
2017,acapulco,16,0,5,0,2,13.5,1.04,0
2017,acapulco,16,8,0,0,2,1.65,2.23,0
2017,acapulco,16,35,34,2,1,1.64,2.22,0
2017,acapulco,16,35,0,0,2,14.1,1.03,0
2017,acapulco,16,35,3,1,2,2.92,1.4,0
2017,acapulco,16,7,34,1,2,1.18,4.95,0
2017,acapulco,16,36,0,2,1,2.45,1.55,0
2017,acapulco,16,0,0,2,1,2.28,1.62,0
2017,acapulco,16,0,2,0,2,7.55,1.1,0
2017,acapulco,8,1,0,2,1,1.27,3.77,0
2017,acapulco,8,0,6,0,2,4.34,1.22,0
2017,acapulco,8,4,0,2,0,1.2,4.61,0
2017,acapulco,8,0,5,2,0,3.78,1.27,0
2017,acapulco,8,0,0,2,0,1.29,3.61,0
2017,acapulco,8,0,3,1,2,3.46,1.31,0
2017,acapulco,8,0,0,2,1,1.52,2.5,0
2017,acapulco,8,0,2,0,2,17.2,1.02,0
2017,acapulco,4,1,6,0,2,1.3,3.58,0
2017,acapulco,4,4,0,0,2,1.37,3.09,0
2017,acapulco,4,0,2,0,2,11.55,1.05,0
2017,acapulco,2,6,0,1,2,1.28,3.7,0
2017,acapulco,2,3,2,0,2,3.66,1.29,0
2017,acapulco,1,0,2,2,0,5.37,1.16,0
2016,acapulco,16,1,0,2,0,1.19,4.66,0
2016,acapulco,16,0,0,0,2,1.9,1.87,0
2016,acapulco,16,0,0,0,2,14.15,1.02,0
2016,acapulco,16,3,34,1,2,1.3,3.59,0
2016,acapulco,16,0,34,2,0,1.45,2.68,0
2016,acapulco,16,35,0,0,2,14.65,1.03,0
2016,acapulco,16,0,5,0,2,3.61,1.28,0
2016,acapulco,16,7,0,2,0,1.21,4.32,0
2016,acapulco,16,0,0,2,0,3.37,1.31,0
2016,acapulco,16,0,0,2,1,2.62,1.48,0
2016,acapulco,16,0,4,0,2,4.5,1.2,0
2016,acapulco,16,8,34,1,2,1.9,1.9,0
2016,acapulco,16,35,0,0,2,6.5,1.12,0
2016,acapulco,16,0,0,2,0,1.44,2.77,0
2016,acapulco,16,34,2,0,2,11.85,1.04,0
2016,acapulco,8,1,0,0,2,1.35,3.15,0
2016,acapulco,8,0,0,2,1,1.87,1.92,0
2016,acapulco,8,0,0,1,2,1.88,1.92,0
2016,acapulco,8,0,5,0,2,2.71,1.46,0
2016,acapulco,8,7,0,2,0,1.24,4.01,0
2016,acapulco,8,0,4,1,2,5.34,1.16,0
2016,acapulco,8,0,0,2,0,1.3,3.54,0
2016,acapulco,8,0,2,2,0,5.08,1.17,0
2016,acapulco,4,0,0,2,0,1.39,2.95,0
2016,acapulco,4,0,5,0,2,3.37,1.32,0
2016,acapulco,4,7,4,0,2,1.56,2.43,0
2016,acapulco,4,0,0,1,2,2.23,1.63,0
2016,acapulco,2,0,5,1,2,1.57,2.36,0
2016,acapulco,2,4,0,2,0,1.66,2.19,0
2016,acapulco,1,5,4,1,2,2.5,1.53,0
2015,acapulco,16,1,34,2,0,1.05,10.1,0
2015,acapulco,16,0,0,0,2,2.45,1.54,0
2015,acapulco,16,0,0,1,2,1.72,2.08,0
2015,acapulco,16,0,5,1,2,2.75,1.44,0
2015,acapulco,16,4,0,2,0,1.22,4.24,0
2015,acapulco,16,0,0,0,2,2.04,1.74,0
2015,acapulco,16,35,0,0,2,13.0,1.03,0
2015,acapulco,16,34,7,0,2,2.33,1.58,0
2015,acapulco,16,6,0,2,1,1.29,3.61,0
2015,acapulco,16,0,34,2,0,2.44,1.54,0
2015,acapulco,16,0,3,1,2,9.8,1.06,0
2015,acapulco,16,8,0,2,0,1.51,2.53,0
2015,acapulco,16,0,0,2,1,1.62,2.24,0
2015,acapulco,16,0,0,2,0,2.13,1.69,0
2015,acapulco,16,0,2,0,2,7.6,1.09,0
2015,acapulco,8,1,0,2,0,1.11,6.67,0
2015,acapulco,8,0,5,0,2,4.04,1.24,0
2015,acapulco,8,4,0,2,1,1.34,3.19,0
2015,acapulco,8,0,7,2,0,1.43,2.75,0
2015,acapulco,8,6,0,2,1,1.34,3.24,0
2015,acapulco,8,0,3,2,1,6.04,1.13,0
2015,acapulco,8,8,0,1,2,2.91,1.4,0
2015,acapulco,8,0,2,0,2,7.45,1.09,0
2015,acapulco,4,1,5,2,0,1.25,3.86,0
2015,acapulco,4,4,0,2,1,1.62,2.26,0
2015,acapulco,4,6,0,1,2,1.49,2.57,0
2015,acapulco,4,0,2,1,2,3.47,1.31,0
2015,acapulco,2,1,4,2,1,1.22,4.31,0
2015,acapulco,2,0,2,1,2,4.76,1.18,0
2015,acapulco,1,1,2,0,2,1.47,2.74,0
2014,acapulco,16,1,0,2,0,1.12,5.69,0
2014,acapulco,16,0,0,2,0,1.56,2.29,0
2014,acapulco,16,0,35,2,1,1.03,12.38,0
2014,acapulco,16,34,5,0,2,3.46,1.28,0
2014,acapulco,16,3,0,0,2,1.57,2.28,0
2014,acapulco,16,0,34,2,0,1.86,1.83,0
2014,acapulco,16,0,0,2,0,1.37,2.95,0
2014,acapulco,16,0,8,2,0,1.66,2.13,0
2014,acapulco,16,7,0,2,0,1.26,3.59,0
2014,acapulco,16,0,34,1,2,2.7,1.42,0
2014,acapulco,16,35,35,0,2,6.5,1.1,0
2014,acapulco,16,0,4,0,2,3.48,1.28,0
2014,acapulco,16,6,34,2,0,1.37,2.94,0
2014,acapulco,16,36,0,2,0,2.95,1.37,0
2014,acapulco,16,0,0,2,1,1.91,1.8,0
2014,acapulco,16,0,2,1,2,7.25,1.08,0
2014,acapulco,8,1,0,2,0,1.27,3.55,0
2014,acapulco,8,0,5,0,2,2.48,1.5,0
2014,acapulco,8,0,0,2,0,1.46,2.57,0
2014,acapulco,8,0,0,0,2,2.17,1.63,0
2014,acapulco,8,7,0,2,1,1.18,4.68,0
2014,acapulco,8,0,4,0,2,4.18,1.2,0
2014,acapulco,8,6,0,2,0,1.25,3.74,0
2014,acapulco,8,0,2,0,2,9.06,1.06,0
2014,acapulco,4,0,0,0,2,2.46,1.5,0
2014,acapulco,4,7,4,1,2,1.9,1.81,0
2014,acapulco,4,6,2,1,2,5.12,1.15,0
2014,acapulco,2,5,0,2,1,2.49,1.5,0
2014,acapulco,2,4,2,2,1,2.69,1.43,0
2014,acapulco,1,5,4,1,2,2.64,1.45,0
2013,acapulco,16,1,0,2,0,1.01,21.0,0
2013,acapulco,16,34,0,2,0,2.04,1.7,0
2013,acapulco,16,34,0,1,2,2.32,1.56,0
2013,acapulco,16,0,7,2,1,2.1,1.67,0
2013,acapulco,16,4,0,0,2,1.18,4.5,0
2013,acapulco,16,0,0,2,1,3.16,1.34,0
2013,acapulco,16,0,0,2,1,1.22,3.99,0
2013,acapulco,16,0,5,2,0,2.31,1.56,0
2013,acapulco,16,8,0,2,0,1.65,2.14,0
2013,acapulco,16,0,0,2,0,2.82,1.4,0
2013,acapulco,16,0,0,2,1,1.43,2.66,0
2013,acapulco,16,35,3,0,2,16.5,1.01,0
2013,acapulco,16,6,0,1,2,1.61,2.21,0
2013,acapulco,16,0,35,2,0,1.08,7.62,0
2013,acapulco,16,34,35,2,0,1.05,9.06,0
2013,acapulco,16,34,2,0,2,13.0,1.02,0
2013,acapulco,8,1,0,2,0,1.01,17.25,0
2013,acapulco,8,0,0,0,2,2.19,1.62,0
2013,acapulco,8,0,0,2,1,1.6,2.25,0
2013,acapulco,8,0,0,2,0,1.44,2.65,0
2013,acapulco,8,8,0,2,0,1.6,2.23,0
2013,acapulco,8,0,3,0,2,4.93,1.15,0
2013,acapulco,8,0,0,0,2,1.78,1.94,0
2013,acapulco,8,0,2,0,2,15.0,1.02,0
2013,acapulco,4,1,0,2,0,1.02,13.69,0
2013,acapulco,4,0,0,2,0,1.68,2.09,0
2013,acapulco,4,8,3,0,2,3.94,1.23,0
2013,acapulco,4,0,2,0,2,14.19,1.02,0
2013,acapulco,2,1,0,2,1,1.03,11.81,0
2013,acapulco,2,3,2,0,2,4.21,1.2,0
2013,acapulco,1,1,2,0,2,2.7,1.44,0
2012,acapulco,16,0,0,2,0,1.01,18.5,0
2012,acapulco,16,0,0,2,0,1.06,9.0,0
2012,acapulco,16,0,0,0,2,1.77,1.96,0
2012,acapulco,16,0,0,0,2,2.58,1.48,0
2012,acapulco,16,0,0,0,2,1.98,1.76,0
2012,acapulco,16,0,0,0,2,3.69,1.26,0
2012,acapulco,16,0,0,0,2,1.3,3.35,0
2012,acapulco,16,0,0,0,2,1.96,1.77,0
2012,acapulco,16,0,0,1,2,2.76,1.41,0
2012,acapulco,16,0,0,2,0,1.44,2.65,0
2012,acapulco,16,0,0,2,0,1.42,2.73,0
2012,acapulco,16,0,0,2,0,1.06,8.33,0
2012,acapulco,16,0,0,0,2,3.08,1.35,0
2012,acapulco,16,0,0,1,2,6.61,1.1,0
2012,acapulco,8,0,0,2,0,1.03,12.0,0
2012,acapulco,8,0,0,2,1,2.57,1.47,0
2012,acapulco,8,0,0,2,0,1.72,2.02,0
2012,acapulco,8,0,0,2,0,1.99,1.75,0
2012,acapulco,8,0,0,1,2,2.81,1.4,0
2012,acapulco,8,0,0,2,1,2.62,1.46,0
2012,acapulco,8,0,0,2,0,1.46,2.59,0
2012,acapulco,8,0,0,1,2,5.51,1.13,0
2012,acapulco,4,0,0,2,0,1.04,11.0,0
2012,acapulco,4,0,0,1,2,1.61,2.23,0
2012,acapulco,4,0,0,2,0,1.34,3.14,0
2012,acapulco,4,0,0,2,0,2.15,1.65,0
2012,acapulco,2,0,0,2,0,1.05,9.38,0
2012,acapulco,2,0,0,0,2,1.96,1.76,0
2012,acapulco,1,0,0,2,0,1.32,3.26,0
2022,adelaide,16,0,35,2,0,2.9,1.42,0
2022,adelaide,16,0,34,1,2,1.75,2.09,0
2022,adelaide,16,0,6,1,2,3.46,1.31,0
2022,adelaide,16,35,0,2,0,1.79,2.03,0
2022,adelaide,16,0,0,0,2,1.79,2.03,0
2022,adelaide,16,0,8,0,2,2.28,1.63,0
2022,adelaide,16,7,0,2,0,1.71,2.12,0
2022,adelaide,16,34,0,0,2,1.47,2.68,0
2022,adelaide,16,0,0,2,1,2.36,1.59,0
2022,adelaide,16,5,34,0,2,1.5,2.6,0
2022,adelaide,16,0,34,2,1,1.93,1.88,0
2022,adelaide,16,0,35,2,1,2.09,1.74,0
2022,adelaide,8,1,0,2,0,1.19,4.76,0
2022,adelaide,8,0,6,1,2,3.51,1.31,0
2022,adelaide,8,4,0,1,2,1.63,2.29,0
2022,adelaide,8,0,8,2,0,2.36,1.59,0
2022,adelaide,8,7,0,1,1,2.28,1.63,0
2022,adelaide,8,0,0,0,2,3.49,1.3,0
2022,adelaide,8,0,0,2,1,1.68,2.17,0
2022,adelaide,8,0,2,1,2,4.11,1.24,0
2022,adelaide,4,1,6,2,0,1.56,2.43,0
2022,adelaide,4,0,0,2,1,1.63,2.24,0
2022,adelaide,4,7,0,0,2,3.58,1.29,0
2022,adelaide,4,0,2,0,2,3.87,1.27,0
2022,adelaide,2,1,0,2,0,1.38,3.06,0
2022,adelaide,2,0,2,0,2,1.69,2.18,0
2022,adelaide,1,1,2,2,0,1.6,2.34,0
2020,adelaide,16,0,0,2,1,2.29,1.61,0
2020,adelaide,16,0,34,0,2,1.87,1.91,0
2020,adelaide,16,0,8,2,1,3.32,1.32,0
2020,adelaide,16,0,0,0,2,2.22,1.65,0
2020,adelaide,16,35,0,1,2,1.36,3.08,0
2020,adelaide,16,34,6,2,1,1.83,1.94,0
2020,adelaide,16,5,0,0,2,1.59,2.32,0
2020,adelaide,16,0,0,0,2,3.34,1.33,0
2020,adelaide,16,0,34,2,1,1.56,2.42,0
2020,adelaide,16,7,36,2,0,1.27,3.72,0
2020,adelaide,16,36,35,1,2,3.03,1.37,0
2020,adelaide,16,34,35,0,2,2.04,1.76,0
2020,adelaide,8,0,0,0,2,2.25,1.63,0
2020,adelaide,8,0,0,2,0,1.49,2.58,0
2020,adelaide,8,4,0,2,0,1.83,1.93,0
2020,adelaide,8,0,0,0,2,2.62,1.49,0
2020,adelaide,8,0,0,0,2,2.18,1.66,0
2020,adelaide,8,0,3,0,2,2.22,1.64,0
2020,adelaide,8,7,0,0,2,1.26,3.84,0
2020,adelaide,8,0,2,0,2,2.36,1.57,0
2020,adelaide,4,0,0,0,2,2.39,1.57,0
2020,adelaide,4,4,0,0,2,1.5,2.6,0
2020,adelaide,4,0,3,1,2,2.67,1.47,0
2020,adelaide,4,0,2,0,2,2.67,1.47,0
2020,adelaide,2,0,0,1,2,1.68,2.18,0
2020,adelaide,2,3,2,2,1,1.48,2.66,0
2020,adelaide,1,0,3,0,2,3.44,1.32,0
2022,adelaide-2,16,36,34,2,1,1.88,1.93,0
2022,adelaide-2,16,34,0,2,0,2.02,1.8,0
2022,adelaide-2,16,0,8,0,2,1.66,2.23,0
2022,adelaide-2,16,0,34,2,1,2.24,1.65,0
2022,adelaide-2,16,0,0,1,2,1.57,2.37,0
2022,adelaide-2,16,0,5,2,1,2.32,1.61,0
2022,adelaide-2,16,7,0,0,2,1.76,2.06,0
2022,adelaide-2,16,36,0,0,2,2.48,1.54,0
2022,adelaide-2,16,0,0,0,2,1.71,2.14,0
2022,adelaide-2,16,6,35,0,2,1.74,2.1,0
2022,adelaide-2,16,35,34,0,2,3.26,1.34,0
2022,adelaide-2,16,35,0,2,0,1.28,3.68,0
2022,adelaide-2,8,0,8,2,0,2.23,1.66,0
2022,adelaide-2,8,3,0,2,0,1.21,4.45,0
2022,adelaide-2,8,0,0,2,1,1.87,1.94,0
2022,adelaide-2,8,0,0,2,0,1.4,2.99,0
2022,adelaide-2,8,0,4,0,2,3.17,1.36,0
2022,adelaide-2,8,0,0,2,0,1.87,1.94,0
2022,adelaide-2,8,0,2,2,1,1.73,2.11,0
2022,adelaide-2,4,0,0,0,2,2.79,1.44,0
2022,adelaide-2,4,3,0,0,2,1.4,2.97,0
2022,adelaide-2,4,0,4,1,2,2.24,1.66,0
2022,adelaide-2,4,0,0,1,2,2.54,1.52,0
2022,adelaide-2,2,0,0,0,2,1.74,2.11,0
2022,adelaide-2,2,4,0,1,2,1.58,2.39,0
2022,adelaide-2,1,0,0,1,2,1.94,1.87,0
2021,antalya,16,1,35,2,0,1.02,15.7,0
2021,antalya,16,0,0,2,0,5.08,1.17,0
2021,antalya,16,0,8,0,2,2.19,1.66,0
2021,antalya,16,3,34,2,0,1.42,2.84,0
2021,antalya,16,0,0,2,0,2.1,1.67,0
2021,antalya,16,34,0,0,2,1.94,1.83,0
2021,antalya,16,34,5,0,2,4.11,1.23,0
2021,antalya,16,6,0,2,1,1.55,2.45,0
2021,antalya,16,35,0,2,0,2.57,1.5,0
2021,antalya,16,34,35,2,0,1.22,4.3,0
2021,antalya,16,0,4,0,2,12.8,1.03,0
2021,antalya,16,7,0,1,2,1.45,2.71,0
2021,antalya,16,0,0,2,0,1.53,2.49,0
2021,antalya,16,0,2,1,2,2.8,1.43,0
2021,antalya,8,1,0,2,0,1.07,9.37,0
2021,antalya,8,0,8,0,2,4.39,1.21,0
2021,antalya,8,3,0,1,2,1.66,2.2,0
2021,antalya,8,6,0,2,0,1.43,2.81,0
2021,antalya,8,0,4,0,2,8.21,1.08,0
2021,antalya,8,0,0,2,0,2.59,1.49,0
2021,antalya,8,0,2,0,2,6.75,1.11,0
2021,antalya,4,1,8,0,2,1.29,3.65,0
2021,antalya,4,0,5,2,1,2.69,1.47,0
2021,antalya,4,6,4,0,2,6.84,1.11,0
2021,antalya,4,0,2,0,2,3.22,1.35,0
2021,antalya,2,8,0,2,1,1.41,2.93,0
2021,antalya,2,4,2,2,1,1.58,2.39,0
2019,antalya,16,34,37,2,0,1.29,3.61,0
2019,antalya,16,0,0,2,0,1.64,2.24,0
2019,antalya,16,0,0,0,2,2.94,1.4,0
2019,antalya,16,0,34,2,0,2.67,1.47,0
2019,antalya,16,0,35,1,2,1.17,5.07,0
2019,antalya,16,0,5,0,2,1.54,2.48,0
2019,antalya,16,7,0,1,2,1.56,2.41,0
2019,antalya,16,35,0,1,2,5.21,1.16,0
2019,antalya,16,34,35,2,0,1.77,2.04,0
2019,antalya,16,8,0,0,2,1.49,2.6,0
2019,antalya,16,0,37,2,0,2.42,1.56,0
2019,antalya,16,34,0,0,2,2.42,1.55,0
2019,antalya,8,1,0,0,2,1.61,2.29,0
2019,antalya,8,0,0,2,0,1.78,2.02,0
2019,antalya,8,3,0,2,0,1.31,3.47,0
2019,antalya,8,0,5,1,2,5.98,1.13,0
2019,antalya,8,0,0,2,0,1.59,2.37,0
2019,antalya,8,0,4,0,2,2.61,1.49,0
2019,antalya,8,0,0,2,1,1.5,2.58,0
2019,antalya,8,0,2,1,2,3.32,1.31,0
2019,antalya,4,0,0,0,2,2.2,1.67,0
2019,antalya,4,0,4,1,2,1.56,2.45,0
2019,antalya,4,0,2,2,1,2.81,1.43,0
2019,antalya,2,0,3,2,1,2.27,1.63,0
2019,antalya,2,4,0,0,2,2.62,1.6,0
2019,antalya,1,0,0,1,2,1.98,1.83,0
2018,antalya,16,0,0,1,2,1.6,2.33,0
2018,antalya,16,0,0,0,2,3.25,1.35,0
2018,antalya,16,0,6,0,2,1.99,1.82,0
2018,antalya,16,34,0,2,0,3.44,1.31,0
2018,antalya,16,0,34,2,1,1.55,2.45,0
2018,antalya,16,34,5,1,2,1.92,1.89,0
2018,antalya,16,8,34,2,0,1.2,4.21,0
2018,antalya,16,0,0,0,2,3.39,1.33,0
2018,antalya,16,0,0,2,0,2.13,1.71,0
2018,antalya,16,7,0,2,1,1.52,2.56,0
2018,antalya,16,0,0,0,2,3.19,1.36,0
2018,antalya,16,35,0,0,2,4.08,1.24,0
2018,antalya,8,1,0,2,0,1.28,3.7,0
2018,antalya,8,0,6,1,2,2.65,1.48,0
2018,antalya,8,4,0,2,1,1.21,4.36,0
2018,antalya,8,0,5,2,1,2.32,1.59,0
2018,antalya,8,8,0,1,2,1.61,2.33,0
2018,antalya,8,0,3,2,0,2.61,1.5,0
2018,antalya,8,7,0,1,2,1.71,2.15,0
2018,antalya,8,0,2,1,2,1.87,1.88,0
2018,antalya,4,1,6,2,0,1.52,2.51,0
2018,antalya,4,4,0,2,0,1.57,2.39,0
2018,antalya,4,0,0,0,2,2.33,1.6,0
2018,antalya,4,0,2,0,2,1.79,2.02,0
2018,antalya,2,1,4,2,1,2.05,1.79,0
2018,antalya,2,0,2,0,2,1.95,1.86,0
2018,antalya,1,1,2,1,2,1.66,2.23,0
2017,antalya,16,0,34,0,2,1.9,1.9,0
2017,antalya,16,0,0,0,2,1.63,2.22,0
2017,antalya,16,0,6,2,1,4.18,1.24,0
2017,antalya,16,0,34,2,0,1.56,2.4,0
2017,antalya,16,36,0,2,1,2.13,1.72,0
2017,antalya,16,7,0,0,2,2.14,1.71,0
2017,antalya,16,34,35,2,1,1.48,2.68,0
2017,antalya,16,0,0,1,2,1.97,1.84,0
2017,antalya,16,36,0,0,2,4.31,1.23,0
2017,antalya,16,0,34,2,0,1.16,5.43,0
2017,antalya,16,0,0,0,2,1.37,3.01,0
2017,antalya,8,1,0,0,2,1.08,8.62,0
2017,antalya,8,0,0,2,1,1.31,3.36,0
2017,antalya,8,4,0,1,2,1.82,2.01,0
2017,antalya,8,0,0,2,1,1.91,1.89,0
2017,antalya,8,0,0,2,0,1.12,6.69,0
2017,antalya,8,0,3,0,2,2.76,1.45,0
2017,antalya,8,0,0,1,2,1.9,1.88,0
2017,antalya,8,0,2,2,0,1.7,2.13,0
2017,antalya,4,0,0,1,2,2.98,1.4,0
2017,antalya,4,0,0,2,0,1.16,5.39,0
2017,antalya,4,0,3,2,1,2.46,1.55,0
2017,antalya,4,0,0,2,0,1.33,3.39,0
2017,antalya,2,0,0,2,0,1.96,1.83,0
2017,antalya,1,0,0,2,0,2.32,1.62,0
2021,anvers,16,0,0,2,0,2.0,1.81,0
2021,anvers,16,0,0,0,2,3.49,1.31,0
2021,anvers,16,35,8,0,2,1.5,2.61,0
2021,anvers,16,34,0,0,2,2.38,1.58,0
2021,anvers,16,0,0,2,1,1.51,2.57,0
2021,anvers,16,35,7,0,2,4.19,1.23,0
2021,anvers,16,5,34,0,2,2.12,1.72,0
2021,anvers,16,0,0,1,2,2.1,1.73,0
2021,anvers,16,0,0,2,0,1.61,2.33,0
2021,anvers,16,6,34,0,2,1.73,2.1,0
2021,anvers,16,34,0,2,1,1.6,2.33,0
2021,anvers,16,0,35,1,2,2.12,1.72,0
2021,anvers,8,1,0,2,0,1.14,5.72,0
2021,anvers,8,0,8,2,1,1.56,2.44,0
2021,anvers,8,4,0,1,2,1.58,2.4,0
2021,anvers,8,0,7,0,2,2.98,1.4,0
2021,anvers,8,0,0,2,0,1.48,2.67,0
